ma_ck,ngay,nam,ten_cong_ty,san_giao_dich,nganh,phan_nganh_gics_chuan,tong_tai_san,tai_san_ngan_han,tien_mat,hang_ton_kho,no_ngan_han,tong_no_phai_tra,von_chu_so_huu,loi_nhuan_sau_thue,ebit,doanh_thu_thuan,doanh_thu_tai_chinh,loi_nhuan_gop,chi_phi_lai_vay,gia_von_hang_ban,chi_phi_quan_ly_ban_hang,dong_tien_kd,dong_tien_dt,dong_tien_tc,roa,von_chu_so_huu_safe,roe,no_tong_tai_san,no_von_chu_so_huu,tt_hien_han,tt_nhanh,kha_nang_tra_lai,dong_tien_tren_no,quy_mo_dn,diem_rui_ro,target,roa_tre1,roe_tre1,tt_hien_han_tre1,tt_nhanh_tre1,no_tong_tai_san_tre1,no_von_chu_so_huu_tre1,kha_nang_tra_lai_tre1,dong_tien_tren_no_tre1,quy_mo_dn_tre1,xac_suat,trang_thai
NKG,2020-12-31 00:00:00,2020,Thép Nam Kim,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,7.76E+12,4.49E+12,2.19E+11,2.37E+12,4.1E+12,4.58E+12,3.18E+12,2.95E+11,5.09E+11,1.16E+13,27090757323,8.69E+11,1.95E+11,1.07E+13,2.85E+11,3.17E+11,-2.18E+11,44191168942,0.038015464,3.18E+12,0.092767296,0.590206186,1.440251572,1.095121951,0.517073171,2.61025641,0.077317073,8.956737613,53.61000061,0,0.005872669,0.015673415,1.023041475,0.426267281,0.626550868,1.67218543,0.303498663,-0.057603687,8.994668836,0.536054254,Cảnh báo
NKG,2021-12-31 00:00:00,2021,Thép Nam Kim,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.54E+13,1.22E+13,7.51E+11,8.28E+12,9.6E+12,9.67E+12,5.72E+12,2.23E+12,2.75E+12,2.82E+13,15154020441,4.27E+12,2.29E+11,2.39E+13,1.39E+12,-3.32E+11,1.15E+12,-2.85E+11,0.144805195,5.72E+12,0.38986014,0.627922078,1.690559441,1.270833333,0.408333333,12.00873362,-0.034583333,9.642122788,53.77999878,0,0.038015464,0.092767296,1.095121951,0.517073171,0.590206186,1.440251572,2.61025641,0.077317073,8.956737613,0.53781563,Cảnh báo
NKG,2022-12-31 00:00:00,2022,Thép Nam Kim,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.35E+13,1.04E+13,1.01E+12,7E+12,8.11E+12,8.14E+12,5.32E+12,-1.25E+11,93253424780,2.31E+13,28836361384,1.48E+12,2.34E+11,2.16E+13,1.28E+12,9395257723,1.05E+12,-8.04E+11,-0.009259259,5.32E+12,-0.023496241,0.602962963,1.530075188,1.282367448,0.419235512,0.398518909,0.001158478,9.510444964,94,1,0.144805195,0.38986014,1.270833333,0.408333333,0.627922078,1.690559441,12.00873362,-0.034583333,9.642122788,0.940002024,Nguy cơ cao
NKG,2023-12-31 00:00:00,2023,Thép Nam Kim,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.22E+13,9.32E+12,7.85E+11,5.72E+12,6.78E+12,6.81E+12,5.42E+12,1.17E+11,3.73E+11,1.86E+13,18761438448,1.11E+12,2.74E+11,1.75E+13,6.27E+11,-1.55E+11,-3.42E+11,2.78E+11,0.009590164,5.42E+12,0.021586716,0.558196721,1.256457565,1.374631268,0.530973451,1.361313869,-0.022861357,9.409191231,14.93000031,0,-0.009259259,-0.023496241,1.282367448,0.419235512,0.602962963,1.530075188,0.398518909,0.001158478,9.510444964,0.149348319,An toàn
NKG,2024-12-31 00:00:00,2024,Thép Nam Kim,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.35E+13,1.02E+13,3.92E+11,6.69E+12,7.62E+12,7.65E+12,5.87E+12,4.53E+11,6.94E+11,2.06E+13,28351807999,1.83E+12,1.79E+11,1.88E+13,1.01E+12,-1.36E+12,1.51E+12,-5.45E+11,0.033555556,5.87E+12,0.077172061,0.566666667,1.303236797,1.338582677,0.460629921,3.877094972,-0.17847769,9.510444964,68.47000122,0,0.009590164,0.021586716,1.374631268,0.530973451,0.558196721,1.256457565,1.361313869,-0.022861357,9.409191231,0.684650481,Cảnh báo
NLG,2019-12-31 00:00:00,2019,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,1.09E+13,7.92E+12,1.9E+12,4.3E+12,3.02E+12,4.7E+12,6.2E+12,1.01E+12,6.42E+11,2.55E+12,67983093544,1.07E+12,-48242602791,1.48E+12,1.78E+11,-4.6E+11,-1.31E+11,4.08E+11,0.09266055,6.2E+12,0.162903226,0.431192661,0.758064516,2.622516556,1.198675497,-13.30773969,-0.152317881,9.296518068,19.06999969,0,0.092685475,0.167992424,2.721189591,1.50929368,0.448275862,0.8125,-15.36313071,-0.717472119,9.166388484,0.190737247,An toàn
NLG,2020-12-31 00:00:00,2020,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,1.36E+13,9.57E+12,1.07E+12,6.07E+12,4.44E+12,6.92E+12,6.72E+12,8.5E+11,2.36E+11,2.22E+12,57542148500,6.71E+11,-4157529591,1.55E+12,1.6E+11,-1.16E+12,1.33E+12,-9.93E+11,0.0625,6.72E+12,0.126488095,0.508823529,1.029761905,2.155405405,0.788288288,-56.76447872,-0.261261261,9.517825072,34.00999832,0,0.09266055,0.162903226,2.622516556,1.198675497,0.431192661,0.758064516,-13.30773969,-0.152317881,9.296518068,0.340120167,An toàn
NLG,2021-12-31 00:00:00,2021,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,2.36E+13,2.18E+13,3.11E+12,1.55E+13,6.32E+12,1.01E+13,1.35E+13,1.48E+12,7.81E+11,5.21E+12,43979172566,1.78E+12,58484759928,3.43E+12,5.47E+11,-2.03E+12,2.75E+12,1.32E+12,0.062711864,1.35E+13,0.10962963,0.427966102,0.748148148,3.449367089,0.996835443,13.35390623,-0.321202532,10.06900199,9.029999733,0,0.0625,0.126488095,2.155405405,0.788288288,0.508823529,1.029761905,-56.76447872,-0.261261261,9.517825072,0.090347573,An toàn
NLG,2022-12-31 00:00:00,2022,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,2.71E+13,2.37E+13,3.77E+12,1.48E+13,8.85E+12,1.38E+13,1.33E+13,8.66E+11,8.29E+11,4.34E+12,1.41E+11,1.98E+12,56802949043,2.35E+12,7.2E+11,2.98E+11,1.24E+12,-8.77E+11,0.03195572,1.33E+13,0.065112782,0.509225092,1.037593985,2.677966102,1.005649718,14.59431269,0.033672316,10.20728901,12.09000015,0,0.062711864,0.10962963,3.449367089,0.996835443,0.427966102,0.748148148,13.35390623,-0.321202532,10.06900199,0.120935321,An toàn
NLG,2023-12-31 00:00:00,2023,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,2.86E+13,2.53E+13,2.54E+12,1.74E+13,9.89E+12,1.51E+13,1.35E+13,8E+11,5.82E+11,3.18E+12,1.36E+11,1.56E+12,1.42E+11,1.62E+12,6.25E+11,1.77E+11,7.05E+11,-1.61E+12,0.027972028,1.35E+13,0.059259259,0.527972028,1.118518519,2.558139535,0.798786653,4.098591549,0.017896866,10.261162,78.27999878,0,0.03195572,0.065112782,2.677966102,1.005649718,0.509225092,1.037593985,14.59431269,0.033672316,10.20728901,0.782839537,Nguy cơ cao
NLG,2024-12-31 00:00:00,2024,BĐS Nam Long,Ho Chi Minh Securities Trading Centre,bất động sản,,3.03E+13,2.75E+13,5.44E+12,1.74E+13,1.02E+13,1.57E+13,1.46E+13,1.39E+12,1.66E+12,7.2E+12,1.06E+11,3.06E+12,1.24E+11,4.14E+12,1.02E+12,6.98E+11,6.27E+11,1.58E+12,0.045874587,1.46E+13,0.095205479,0.518151815,1.075342466,2.696078431,0.990196078,13.38709677,0.068431373,10.31890299,68.93000031,0,0.027972028,0.059259259,2.558139535,0.798786653,0.527972028,1.118518519,4.098591549,0.017896866,10.261162,0.689344347,Cảnh báo
NNC,2019-12-31 00:00:00,2019,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.87E+11,2.11E+11,32328536496,71363073099,88249184198,94431213949,2.93E+11,1.23E+11,1.4E+11,5.16E+11,2345759119,1.55E+11,-2345759119,3.62E+11,4946317778,105395298,-1.53E+11,1.03E+11,0.317829457,2.93E+11,0.419795222,0.244008305,0.322290833,2.390956947,1.582302751,-59.68217234,0.001194292,5.958424693,30.31999969,0,0.416107383,0.558558559,2.666666667,1.900614297,0.255033557,0.342342342,-23.55354079,1.185185185,6.102558595,0.303178191,An toàn
NNC,2020-12-31 00:00:00,2020,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.92E+11,2.22E+11,50805367536,68002460519,83048109834,86035888973,3.05E+11,1.11E+11,1.27E+11,4.02E+11,1970944604,1.49E+11,-1970944604,2.53E+11,5651414876,3590073179,-1.09E+11,1.24E+11,0.283163265,3.05E+11,0.363934426,0.219479309,0.282084882,2.67314934,1.854317212,-64.43610832,0.043228837,5.97126184,27.71999931,0,0.317829457,0.419795222,2.390956947,1.582302751,0.244008305,0.322290833,-59.68217234,0.001194292,5.958424693,0.27723375,An toàn
NNC,2021-12-31 00:00:00,2021,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.54E+11,1.91E+11,81983690505,71427623037,49699113509,52936484124,3.02E+11,38622174326,36152176583,1.59E+11,2394673867,47052247120,-2394673867,1.12E+11,4153001618,1947124000,-39250934820,68482133789,0.109102187,3.02E+11,0.127887994,0.149538091,0.175286371,3.843126899,2.40592575,-15.09691031,0.039178244,5.869296913,27.71999931,0,0.283163265,0.363934426,2.67314934,1.854317212,0.219479309,0.282084882,-64.43610832,0.043228837,5.97126184,0.27723375,An toàn
NNC,2022-12-31 00:00:00,2022,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,4.07E+11,2.12E+11,21959479762,68548068836,51880224344,55589858871,3.51E+11,45054734783,8677436462,80579832608,3553135537,21520682729,-3553135537,59059149879,7365267488,-1.13E+11,-81078640,52977713162,0.110699594,3.51E+11,0.128361068,0.13658442,0.158375666,4.086335452,2.765059962,-2.442191234,-2.178093897,6.008813185,29.87999916,0,0.109102187,0.127887994,3.843126899,2.40592575,0.149538091,0.175286371,-15.09691031,0.039178244,5.869296913,0.298837095,An toàn
NNC,2023-12-31 00:00:00,2023,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,4.31E+11,2.29E+11,34222387046,47925456014,53166275251,57069357044,3.74E+11,37271844865,34279699844,1.76E+11,7594327226,49164992734,-7593402326,1.27E+11,7565598017,-37066187507,-7648768478,56977863269,0.086477598,3.74E+11,0.099657339,0.132411501,0.152591864,4.307241741,3.40581587,-4.514405845,-0.697174804,6.06610809,11.68000031,0,0.110699594,0.128361068,4.086335452,2.765059962,0.13658442,0.158375666,-2.442191234,-2.178093897,6.008813185,0.116835296,An toàn
NNC,2024-12-31 00:00:00,2024,Đá Núi Nhỏ,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,4.86E+11,2.37E+11,96678014272,8428454364,57649174215,64907273977,4.21E+11,62607149256,68686835418,2.8E+11,6442951478,88461188860,-6440418291,1.92E+11,11603032823,-31398606307,-13969169387,1.08E+11,0.128821295,4.21E+11,0.148710568,0.133554062,0.154174047,4.111073632,3.964871115,-10.66496496,-0.544649715,6.186208624,19.86000061,0,0.086477598,0.099657339,4.307241741,3.40581587,0.132411501,0.152591864,-4.514405845,-0.697174804,6.06610809,0.198589861,An toàn
NRC,2019-12-31 00:00:00,2019,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,8.56E+11,7.4E+11,42524087984,94556866597,2.47E+11,4.35E+11,4.21E+11,90314789699,1.06E+11,5.33E+11,4819250544,1.92E+11,417751364,3.41E+11,85414993334,-59262894545,2.06E+11,-1.29E+11,0.105507932,4.21E+11,0.214524441,0.50817757,1.033254157,2.995951417,2.613130095,253.7394468,-0.239930747,6.752270376,15.35999966,0,0.143374652,0.351792439,3.634370565,2.809759931,0.592445328,1.453658537,28.29294748,-1.235685992,6.22059017,0.153551906,An toàn
NRC,2020-12-31 00:00:00,2020,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,7.69E+11,5.37E+11,13458424473,8182408146,1.18E+11,2.91E+11,4.77E+11,62201236899,54287693343,2.07E+11,465065210,1.66E+11,4437678370,40890971526,1.11E+11,82217649082,-56156634384,-55126678209,0.080885874,4.77E+11,0.130400916,0.378413524,0.610062893,4.550847458,4.481505016,12.23335465,0.696759738,6.64509097,23.48999977,0,0.105507932,0.214524441,2.995951417,2.613130095,0.50817757,1.033254157,253.7394468,-0.239930747,6.752270376,0.234945849,An toàn
NRC,2021-12-31 00:00:00,2021,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,2.02E+12,1.34E+12,5741905841,51122196587,4.26E+11,8.67E+11,1.16E+12,1.95E+11,2.51E+11,4.44E+11,19800538,4.09E+11,10143489068,34722027802,29857966537,-66564092726,9.03E+11,-8.44E+11,0.096534653,1.16E+12,0.168103448,0.429207921,0.747413793,3.145539906,3.02553475,24.7449372,-0.156253739,7.61085279,21.34000015,0,0.080885874,0.130400916,4.550847458,4.481505016,0.378413524,0.610062893,12.23335465,0.696759738,6.64509097,0.213368475,An toàn
NRC,2022-12-31 00:00:00,2022,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,2.28E+12,1.08E+12,1327712997,61133610030,7.48E+11,9.95E+11,1.28E+12,-72801570002,-25892553530,1.94E+11,17405596,1.54E+11,60281861974,40081694666,1.13E+11,-2.94E+11,1.46E+11,1.44E+11,-0.031930513,1.28E+12,-0.056876227,0.436403509,0.77734375,1.443850267,1.362120842,-0.42952478,-0.393048128,7.731930722,34.00999832,1,0.096534653,0.168103448,3.145539906,3.02553475,0.429207921,0.747413793,24.7449372,-0.156253739,7.61085279,0.340120167,An toàn
NRC,2023-12-31 00:00:00,2023,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,2.08E+12,7.19E+11,897608907,11571694751,5.67E+11,7.89E+11,1.29E+12,11899525078,11003731725,4931863377,1438406,4466138182,51835499333,3865389804,0,43311000000,-1.89E+11,1.45E+11,0.005720926,1.29E+12,0.009224438,0.379326923,0.611627907,1.268077601,1.247668969,0.212281773,0.076386243,7.640123173,40.65999985,0,-0.031930513,-0.056876227,1.443850267,1.362120842,0.436403509,0.77734375,-0.42952478,-0.393048128,7.731930722,0.40657711,Cảnh báo
NRC,2024-12-31 00:00:00,2024,Tập đoàn Danh Khôi,Hanoi Stock Exchange,bất động sản,,1.93E+12,3.99E+11,470453855,9974345752,5.65E+11,7.73E+11,1.16E+12,-1.37E+11,-77169542900,5149234224,1438406,4534481049,53294400205,3865389804,80650326882,0,-45645383579,45218228527,-0.070984456,1.16E+12,-0.118103448,0.400518135,0.66637931,0.70619469,0.688540981,-1.447985954,0,7.565275282,65.91000366,1,0.005720926,0.009224438,1.268077601,1.247668969,0.379326923,0.611627907,0.212281773,0.076386243,7.640123173,0.659136117,Cảnh báo
NSC,2019-12-31 00:00:00,2019,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.77E+12,8.58E+11,3.08E+11,2.88E+11,5.45E+11,6.39E+11,1.13E+12,2.07E+11,2.5E+11,1.52E+12,3592004410,5.43E+11,7064636443,9.76E+11,1.43E+11,-2.5E+11,35688804196,2.37E+11,0.116949153,1.13E+12,0.183185841,0.361016949,0.565486726,1.574311927,1.04587156,35.38752518,-0.458715596,7.478734826,14.96000004,0,0.162179487,0.240952381,2.203517588,1.336683417,0.326282051,0.484761905,30.58829733,-0.585427136,7.3524411,0.14961189,An toàn
NSC,2020-12-31 00:00:00,2020,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.8E+12,8.67E+11,2.62E+11,3.17E+11,5.35E+11,6E+11,1.2E+12,1.95E+11,2.26E+11,1.63E+12,3213416334,5.57E+11,8368751702,1.08E+12,1.64E+11,-1.08E+11,-1.16E+11,1.79E+11,0.108333333,1.2E+12,0.1625,0.333333333,0.5,1.620560748,1.028037383,27.00522229,-0.201869159,7.495541944,8.920000076,0,0.116949153,0.183185841,1.574311927,1.04587156,0.361016949,0.565486726,35.38752518,-0.458715596,7.478734826,0.089246325,An toàn
NSC,2021-12-31 00:00:00,2021,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.93E+12,1.04E+12,3.12E+11,4.22E+11,5.95E+11,6.27E+11,1.3E+12,2.26E+11,2.73E+11,1.93E+12,1896613085,6.2E+11,12464188548,1.31E+12,1.81E+11,-26654608384,-60025909942,1.36E+11,0.117098446,1.3E+12,0.173846154,0.324870466,0.482307692,1.74789916,1.038655462,21.90274954,-0.044797661,7.565275282,32.20999908,0,0.108333333,0.1625,1.620560748,1.028037383,0.333333333,0.5,27.00522229,-0.201869159,7.495541944,0.322122097,An toàn
NSC,2022-12-31 00:00:00,2022,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,2.03E+12,1.18E+12,4.08E+11,4.66E+11,6.43E+11,6.74E+11,1.35E+12,2.27E+11,2.76E+11,1.89E+12,6806315085,6.33E+11,5652404475,1.26E+12,1.96E+11,-37404518083,-87019174158,2.2E+11,0.11182266,1.35E+12,0.168148148,0.332019704,0.499259259,1.835147745,1.110419907,48.82877742,-0.058171879,7.615791072,29.87999916,0,0.117098446,0.173846154,1.74789916,1.038655462,0.324870466,0.482307692,21.90274954,-0.044797661,7.565275282,0.298837095,An toàn
NSC,2023-12-31 00:00:00,2023,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,2.22E+12,1.37E+12,4.78E+11,4.38E+11,7.43E+11,7.75E+11,1.45E+12,2.3E+11,2.79E+11,2.04E+12,9806760428,6.35E+11,9283231391,1.4E+12,1.88E+11,-1.97E+11,4761477155,2.62E+11,0.103603604,1.45E+12,0.15862069,0.349099099,0.534482759,1.843876178,1.254374159,30.05419,-0.265141319,7.705262475,25.67000008,0,0.11182266,0.168148148,1.835147745,1.110419907,0.332019704,0.499259259,48.82877742,-0.058171879,7.615791072,0.256688178,An toàn
NSC,2024-12-31 00:00:00,2024,Tập đoàn Giống cây trồng Việt Nam,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,2.15E+12,1.29E+12,2.79E+11,5.54E+11,6.02E+11,6.34E+11,1.52E+12,2.26E+11,2.94E+11,2.45E+12,11598384717,7.26E+11,6291800461,1.72E+12,2.53E+11,-33402192553,-1.94E+11,26441844314,0.105116279,1.52E+12,0.148684211,0.294883721,0.417105263,2.142857143,1.222591362,46.72748315,-0.05548537,7.673223121,10.61999989,0,0.103603604,0.15862069,1.843876178,1.254374159,0.349099099,0.534482759,30.05419,-0.265141319,7.705262475,0.106190898,An toàn
NSH,2019-12-31 00:00:00,2019,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,8.05E+11,6.15E+11,1801052866,4.79E+11,5.64E+11,5.68E+11,2.37E+11,1704136303,40137359962,9.37E+11,1458013235,52765580391,39551163500,8.85E+11,12164977691,-7093249405,-19133811536,23668783934,0.00211694,2.37E+11,0.007190449,0.705590062,2.396624473,1.090425532,0.241134752,1.014821219,-0.012576683,6.690842277,7.679999828,0,0.00089747,0.003380723,1.069337442,0.372881356,0.735658043,2.771186441,0.944953031,-0.004779808,6.790097236,0.076825522,An toàn
NSH,2020-12-31 00:00:00,2020,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,8.52E+11,6.7E+11,1943136764,5.13E+11,6.06E+11,6.11E+11,2.41E+11,3889624500,42470979547,8.59E+11,291321003,54388889153,37296065361,8.04E+11,11203421407,10573405611,16662688020,-27080166867,0.004565287,2.41E+11,0.016139521,0.71713615,2.53526971,1.105610561,0.259075908,1.138752282,0.017447864,6.747586527,7.679999828,0,0.00211694,0.007190449,1.090425532,0.241134752,0.705590062,2.396624473,1.014821219,-0.012576683,6.690842277,0.076825522,An toàn
NSH,2021-12-31 00:00:00,2021,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,8.19E+11,6.49E+11,6969702445,5.22E+11,5.8E+11,5.86E+11,2.33E+11,4259218318,20875448901,1.04E+12,773627000,49693237047,15802270711,9.9E+11,27971719026,-2667369691,-12259810235,19950363076,0.005200511,2.33E+11,0.018279907,0.715506716,2.515021459,1.118965517,0.218965517,1.321041089,-0.004598913,6.708084084,7.679999828,0,0.004565287,0.016139521,1.105610561,0.259075908,0.71713615,2.53526971,1.138752282,0.017447864,6.747586527,0.076825522,An toàn
NSH,2022-12-31 00:00:00,2022,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,8.26E+11,6.7E+11,3942635247,5.72E+11,5.83E+11,5.9E+11,2.36E+11,3414508977,38486632303,1.1E+12,364934650,58028471567,34007628745,1.04E+12,0,-1475373973,-83741621,-1473140185,0.004133788,2.36E+11,0.014468258,0.714285714,2.5,1.14922813,0.168096055,1.131705847,-0.002530659,6.716594774,7.679999828,0,0.005200511,0.018279907,1.118965517,0.218965517,0.715506716,2.515021459,1.321041089,-0.004598913,6.708084084,0.076825522,An toàn
NSH,2023-12-31 00:00:00,2023,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,9.03E+11,7.56E+11,2868381375,6.39E+11,6.6E+11,6.67E+11,2.36E+11,902524692,43230937653,1.07E+12,240339248,65185075737,40589083312,1E+12,21065675412,-783760911,14544248251,-14834117932,0.000999474,2.36E+11,0.003824257,0.738648948,2.826271186,1.145454545,0.177272727,1.065087805,-0.001187517,6.805722553,7.679999828,0,0.004133788,0.014468258,1.14922813,0.168096055,0.714285714,2.5,1.131705847,-0.002530659,6.716594774,0.076825522,An toàn
NSH,2024-12-31 00:00:00,2024,Nhôm Sông Hồng,Hanoi Stock Exchange,tài nguyên cơ bản,,9.12E+11,7.8E+11,7457742138,5.83E+11,6.69E+11,6.74E+11,2.38E+11,1874395707,36211140477,1.01E+12,569287951,46787989081,33128749984,9.66E+11,9737658709,-2098751000,-25679155657,32366861708,0.002055258,2.38E+11,0.007875612,0.739035088,2.831932773,1.165919283,0.294469357,1.093042765,-0.003137146,6.81563999,7.679999828,0,0.000999474,0.003824257,1.145454545,0.177272727,0.738648948,2.826271186,1.065087805,-0.001187517,6.805722553,0.076825522,An toàn
NST,2019-12-31 00:00:00,2019,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,5.35E+11,3.96E+11,2309935539,1.3E+11,3.29E+11,3.55E+11,1.8E+11,14760248678,35505186814,1.02E+12,2070171665,1.41E+11,17064039622,8.74E+11,99867029441,-28440424408,1.16E+11,-88287213644,0.02758925,1.8E+11,0.082001382,0.663551402,1.972222222,1.203647416,0.808510638,2.080702319,-0.086445059,6.282266747,88.83000183,0,0.030857805,0.070383532,1.268292683,0.512195122,0.5591133,1.275280899,2.950807912,-0.129900293,6.00635316,0.88832581,Nguy cơ cao
NST,2020-12-31 00:00:00,2020,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,3.55E+11,2.28E+11,7620422959,70803840676,1.66E+11,1.87E+11,1.69E+11,888738132,13627288917,6.41E+11,3693910822,73662081361,10360164559,5.67E+11,53384241628,-18137600672,-2.66E+11,2.9E+11,0.002503488,1.69E+11,0.005258806,0.526760563,1.106508876,1.373493976,0.946964815,1.315354485,-0.109262655,5.872117789,7.679999828,0,0.02758925,0.082001382,1.203647416,0.808510638,0.663551402,1.972222222,2.080702319,-0.086445059,6.282266747,0.076825522,An toàn
NST,2021-12-31 00:00:00,2021,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,3.12E+11,2.14E+11,3681143165,59832220605,1.31E+11,1.37E+11,1.75E+11,6361437304,11689462049,6.56E+11,2701703282,98776681306,3539891394,5.57E+11,79271754615,1569356189,6631094094,-12139609807,0.020389222,1.75E+11,0.03635107,0.439102564,0.782857143,1.633587786,1.176853278,3.302209234,0.011979818,5.743003188,78.12000275,0,0.002503488,0.005258806,1.373493976,0.946964815,0.526760563,1.106508876,1.315354485,-0.109262655,5.872117789,0.781196296,Nguy cơ cao
NST,2022-12-31 00:00:00,2022,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,2.9E+11,2.09E+11,3995042174,40273954415,1.13E+11,1.15E+11,1.75E+11,7104541703,12695477320,5.7E+11,2300321421,90558411478,3131467154,4.79E+11,69821444205,-6594667217,-38168067721,45035076177,0.02449842,1.75E+11,0.040597381,0.396551724,0.657142857,1.849557522,1.493150846,4.054162696,-0.058359887,5.669880923,65.91000366,0,0.020389222,0.03635107,1.633587786,1.176853278,0.439102564,0.782857143,3.302209234,0.011979818,5.743003188,0.659136117,Cảnh báo
NST,2023-12-31 00:00:00,2023,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,3.72E+11,2.99E+11,71371350933,93152864322,1.92E+11,1.92E+11,1.81E+11,12111564895,16868794951,7.07E+11,1088380346,1.23E+11,2069945008,5.84E+11,97296266528,-1532774954,-13607827736,82512936333,0.03255797,1.81E+11,0.066914723,0.516129032,1.060773481,1.557291667,1.072120498,8.149392803,-0.007983203,5.918893854,65.91000366,0,0.02449842,0.040597381,1.849557522,1.493150846,0.396551724,0.657142857,4.054162696,-0.058359887,5.669880923,0.659136117,Cảnh báo
NST,2024-12-31 00:00:00,2024,Thuốc lá Ngân Sơn,Hanoi Stock Exchange,hàng cá nhân và gia dụng,,2.96E+11,2.28E+11,5877816683,1.17E+11,1.08E+11,1.08E+11,1.88E+11,18311183029,25326924359,8.69E+11,2482532831,1.32E+11,1133266115,7.37E+11,98865164477,-11910528131,47147635014,-1.01E+11,0.061862105,1.88E+11,0.09739991,0.364864865,0.574468085,2.111111111,1.027777778,22.3486117,-0.110282668,5.690359454,72.66000366,0,0.03255797,0.066914723,1.557291667,1.072120498,0.516129032,1.060773481,8.149392803,-0.007983203,5.918893854,0.726639986,Nguy cơ cao
NT2,2019-12-31 00:00:00,2019,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,7.56E+12,2.42E+12,4.51E+11,3.02E+11,2.94E+12,3.44E+12,4.13E+12,7.54E+11,8.88E+11,7.65E+12,18720308667,9.74E+11,69096732065,6.68E+12,40366636129,-2.04E+11,-1.34E+12,1.93E+12,0.09973545,4.13E+12,0.182566586,0.455026455,0.832929782,0.823129252,0.720408163,12.85154845,-0.069387755,8.930626469,64.37000275,0,0.088361582,0.2125,0.798319328,0.725210084,0.584180791,1.404891304,14.69246959,0.23837535,9.088172738,0.643695295,Cảnh báo
NT2,2020-12-31 00:00:00,2020,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,6.38E+12,1.89E+12,61697957370,3.15E+11,2.08E+12,2.08E+12,4.3E+12,6.25E+11,8.1E+11,6.08E+12,17378316731,8.95E+11,20903666605,5.19E+12,38995781960,1.99E+11,-1.83E+12,1.24E+12,0.097962382,4.3E+12,0.145348837,0.326018809,0.48372093,0.908653846,0.757211538,38.74918287,0.095673077,8.760923376,25.67000008,0,0.09973545,0.182566586,0.823129252,0.720408163,0.455026455,0.832929782,12.85154845,-0.069387755,8.930626469,0.256688178,An toàn
